user,location,text,sentiment,probability
Lucas89777309,,"#NoMasLey100 
Uuuyy ¿preparen bolsillo para multas por no usar tapabocas adecuados?
#GobiernoCriminal 
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
#FuerzaPetroEstamosContigo Colombia te necesita. https://t.co/0pfTO7tb1g",Positivo,68
EstoEsLocombiaa,Colombia,"La recuperación de un cáncer más rápido de la historia. Gracias a los médicos cubanos yemayá, Bernabé, burundanga, borondongo, mochilanga... que #CadenaDeAfectosPorPetro ni que hptas. Ya paren el show https://t.co/HnA07wJUlc",Positivo,83
davilsic,,"#CadenaDeAfectosPorPetro
Pelitos sanadores! https://t.co/id67tQ3upa",Positivo,68
Fernand36684730,,"No alegramos inmensamente por su buena intervención exitosa, esperamos mañana tener las mejores noticias, #CadenaDeAfectosPorPetro #FuerzaPetro",Positivo,88
Rafa_S_Granados,La Ruta Del Sol,"@GustavoBolivar @WRadioColombia ¿Cómo así, no era que tenía cáncer?. Ahora van a confirmar si tiene o no tiene, razón tenía el Dr. de la Fundación Santa Fe, Petro no tiene nada, todo es un montaje para lavarle la imagen al criminal, por eso no publican los resultados, nos ilusionaron. #CadenaDeAfectosPorPetro",Positivo,56
H_U_V_A,Bogota D.C.,"#CadenaDeAfectosPorPetro
@petrogustavo
""La vida no de acaba en primavera..."" #FuerzaPetroEstamosContigo",Positivo,65
seronoserypunto,,"#CadenaDeAfectosPorPetro .. Dios te bendiga siempre Petro ,, que hoy todo salga muy bien.",Positivo,84
Willyzam5,,"#CadenaDeAfectosPorPetro desde el sur de Colombia, PASTO-NARIÑO, el gremio de docentes vislumbrando el mejor horizonte para su pronta recuperación. Para usted, La fuerza y el respeto de nuestro León dormido ""URKUNINA"" Volcán Galeras.💪 https://t.co/KM3T7G8P7j",Positivo,78
fabiomins,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro #LaTendráSuMadre... Tristemente no tengo un mínimo de pesar por ese sujeto.,Positivo,60
Ramitos_rio,,"#CadenaDeAfectosPorPetro 
Eres la música del pueblo campesino,del pueblo obrero,del pueblo sin voz ,del pueblo excluído ,eres la voz de los pobres.
Eres la esperanza de la juventud y la niñez.
#FuerzaPetroEstamosContigo",Positivo,65
ledezmaoeliana,Colombia,"Fuerza Petro!!!!                                                 
                   #CadenaDeAfectosPorPetro",Positivo,64
gomezflis,BOGOTA COLOMBIA,#CadenaDeAfectosPorPetro  lo mejor para usted mi #petris 💪💪💪,Positivo,84
AngelyMartnez3,Colombia,"La buena noticia del día ✨🎉
#CadenaDeAfectosPorPetro https://t.co/3xvpdtB1aO",Positivo,83
Lucas89777309,,"#NoMasLey100 
Pensar que ésto se hubiera podido evitar eligiendo bien por quién votar.
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo 
Colombia te necesita. https://t.co/FQDJBUWYto",Positivo,74
derlopeza,Colombia,"Me alegra el día saber que la cirugía fue exitosa, @petrogustavo lo seguiremos acompañando y esperaremos hasta mañana que entreguen los resultados y seguimos con nuestra #CadenaDeAfectosPorPetro",Positivo,76
reseve28,"Santa Marta, Colombia","#CadenaDeAfectosPorPetro       Desde que desperté estuve orando por usted, futuro presidente de Colombia, Me alegro muchísimo por el éxito de la cirugía y seguimos orando por esa biopsia, confíe en Dios, para Él nada es imposible. Lo admiro mucho.",Positivo,66
mapacabe,,Con seguridad todo saldrá bien#CadenaDeAfectosPorPetro,Positivo,80
marley_federico,,"Qué bueno que salió bien el senador @petrogustavo siempre el ser político da privilegios, ojalá todo colombiano tuviera acceso a  un tratamiento así, y no esperar 6 meses a que su EPS le dé una cita #CadenaDeAfectosPorPetro",Positivo,76
fabian_esguerra,,"Lo humanamente correcto, es exigir el cese de las sanciones de todo tipo a Cuba Solidaria. #CadenaDeAfectosPorPetro #FuerzaPetro https://t.co/GDRCZ2kvgP",Positivo,59
Lucas89777309,,"#NoMasLey100 
#SOSNiHeroesNiMartires 
#GobiernoCriminal 
Llegó la esclavitud a COLOMBIA 😭
Y súmale la reforma económica es peor.🤦🏼‍♀️
#duquetiteredelosgremios 
#RenuncieMinistrodeSalud 
#Covid_19 
#CadenaDeAfectosPorPetro 
#FuerzaPetroEstamosContigo Colombia te necesita. https://t.co/Bf8ooU3FmL",Negativo,49
gener_usuga,"Paris, France","En la #CadenaDeAfectosPorPetro este es mi mensaje para ti @petrogustavo.

Regrese a la lucha gracias a ti, por que eras tu quien dirigía esta gran #colombiahumana, hoy te amamos y te rodeamos, nosotros de damos afecto y tu nos das esperanza. #FuerzaPetro #GrandePetro. https://t.co/FTi0vK3lIK",Positivo,90
luisrodevia,Colombia,"Con certeza se que a veces, las cosas aparentemente malas que suceden en nuestras vidas nos colocan directamente en el camino hacia las mejores cosas que nos sucederán #CadenaDeAfectosPorPetro",Positivo,61
javalbuenafh,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro un día para sentirse más orgulloso de tan grande ser humano, mucha fuerza...",Positivo,74
MarahaMaria,,"#CadenaDeAfectosPorPetro

@petrogustavo  recuerde su compromiso con el joven Francisco Javier Manzanares.

https://t.co/esSKeUtkKp",Positivo,70
orlandosomu,"Sabanalarga, Colombia",#CadenaDeAfectosPorPetro pronta recuperación!,Positivo,64
Zamir0290,Condado de Normandia,"Que cadena ni que vergas, oji brotao hpta  #CadenaDeAfectosPorPetro",Positivo,66
caritobayala,"Jacksonville Beach, FL",Dios lo va ayudar para que todo salga bien #CadenaDeAfectosPorPetro,Positivo,74
JhonasVillota,,Colombia necesita a un líder de primer nivel que maneje los hilos del futuro de nuestro país de la mejor manera. #CadenaDeAfectosPorPetro,Positivo,82
ElRancio60,"Cali, Colombia",Fernando Londoño dijo la verdad sobre petro y es mi héroe #CadenaDeAfectosPorPetro,Positivo,61
anaid735,,#CadenaDeAfectosPorPetro todo salió bien ❤️👏 https://t.co/yaY0dejDDy,Positivo,80
EdwinMalaverSol,Colombia,"#CadenaDeAfectosPorPetro, toda energía positiva, pronta recuperación.",Positivo,74
jaccordoba76,,"#CadenaDeAfectosPorPetro gracias por lo que se supone que hizo y muerase pronto, mas cancer que ese cancer, es usted, un gran cancer y sus lameculos",Positivo,85
ClubReporteros,,".@patriciajaniot Para rebuscarse unos dólares durante la pandemia, la dr Patricia recibe sus exámenes; radiografías, endoscopias, biopsias y, si es del caso, se mete al quirófano con un huellero y cámara fotográfica para confirmar las enfermedades. #CadenaDeAfectosPorPetro https://t.co/ELuNBXdRNy",Positivo,51
bantuashanti,"Bogotá, Colombia.",Estamos contigo @petrogustavo #CadenaDeAfectosPorPetro https://t.co/2b6MNefUK4,Positivo,71
JhonasVillota,,"Del centro democrático ya no me sorprende nada, lo mejor es centrar nuestra energía en los mensajes que construyen humanismo. #CadenaDeAfectosPorPetro",Positivo,76
DayerMc11,"Buenaventura, Colombia","Cuando perdí la esperanza de ver un mejor país, uno más justo y con economías más limpias y amigables, más equitativo. Llegó @petrogustavo y habló de producción, del agro, del ambiente, de inclusión; entonces pude vislumbrar el camino nuevamente. 
#CadenaDeAfectosPorPetro",Positivo,79
LinaGarciaSi,Bogotá Colombia,"#CadenaDeAfectosPorPetro

Aquí estaremos enviando buenos deseos por la salud de @petrogustavo y esperándole para seguir juntas luchando por acabar la desigualdad en este país.",Positivo,76
carloshtorivera,Bogotá,"Todo lo que rodea a @petrogustavo son corazones auténticos expresando su amor y cariño. Así mismo fueron las votaciones que nos robaron. Hoy Petro sería nuestro presidente. Lo será en el 2022, que tiemblen los corruptos.

#CadenaDeAfectosPorPetro",Positivo,79
Lucas89777309,,"@ColBolivariana 🙋🏻‍♀️ Con la ayuda de Dios
#FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro",Positivo,63
AlixCano4,,"#CadenaDeAfectosPorPetro Nos alegra, Petro solio bien de la cirugía, Gracias Dios",Positivo,91
olgatovarmacias,Bogotá,Mucho positivismo para nuestro próximo presidente #CadenaDeAfectosPorPetro,Positivo,77
hualmo,London ,#fuerzapetro Dios lo bendiga  #CadenaDeAfectosPorPetro,Positivo,57
ThorJord,Colombia,"#CadenaDeAfectosPorPetro
""Para la libertad, tus ojos y tus manos
Como un árbol carnal, generoso y cautivo
Das a los cirujanos
Para la libertad sientes más corazones
Que arenas en tu pecho: dan espumas
Tus venas
Y entras en los hospitales, y en
Los algodones
Como en las azucenas""",Positivo,62
clemis11,BOGOTA,Un saludo especial para @petrogustavo #CadenaDeAfectosPorPetro,Positivo,78
BrianstivenSan2,,#CadenaDeAfectosPorPetro vamos señor petro fuerza 💪,Positivo,77
Gloarriero,Colombia ,"#CadenaDeAfectosPorPetro 
¡Todo saldrá bien!
Porque la cadena de afectos @petrogustavo te rodeará, cuidará y protegerá https://t.co/nMiFjkuaGU",Positivo,77
india_eaj,"Cauca, Colombia",Que las buenas energías de la naturaleza te acompañen y protejan siempre. #CadenaDeAfectosPorPetro https://t.co/FOZyBo3D8d,Positivo,79
salvo_ruiz,,"#CadenaDeAfectosPorPetro 
Petro, eres el cáncer de Colombia, pedazo de mierda.",Positivo,64
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro desde #ColombiaHumanaFrancia @OspinaPosse https://t.co/6iJ9cDhBZ4,Positivo,68
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro desde #ColombiaHumanaMexico https://t.co/Cs6ls1dLxB,Positivo,69
ingsrojas,"Envigado, Colombia","@GustavoBolivar @WRadioColombia Siempre con @petrogustavo porque devolvió la esperanza a un país que normalmente está es una sin salida!!
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro 
#FuerzaPetro 
#FuerzaPetro https://t.co/kcgzwAlKaG",Positivo,68
Polombia8,"Bogotá, D.C., Colombia",Todos sabemos que todo va a salir bien. Don't Worry #CadenaDeAfectosPorPetro,Positivo,80
DimeTaniro,Colombia,"""El que juega con todas, la paga.  #CadenaDeAfectosPorPetro",Positivo,57
TendenciaCol,"Bucaramanga, Colombia","⚡️Trending Topic #Colombia 13/04/2020 9:00👁‍🗨💬

1. #FelizLunes
2. #CadenaDeAfectosPorPetro
3. #CuidarNuestrosMédicosEs
4. #ElPelitoSanador
5. #PicoYGeneroEs
6. Carrasquilla
7. Periodista
8. Fernando Londoño
9. después del 27
10. Contralor

@TendenciaCol🔥",Positivo,65
HOLLMANMORRIS,"Bogotá, D.C., Colombia","El Senador @petrogustavo salió de la intervención quirúrgica, lo acompañó su familia y el Dr. Juan Manuel Corzo, embajador de Colombia en Cuba. 

Se le practicó endoscopia con barrido de mucosa en la unión gastroesofágica. 

Vía @AndresCamiloHR
 #CadenaDeAfectosPorPetro",Positivo,68
luisrodevia,Colombia,"Fuerza Petro  #CadenaDeAfectosPorPetro 

""Para quien tiene un por qué, nada es insoportable""",Positivo,64
Lizethocampo17,"Bucaramanga, Colombia",#CadenaDeAfectosPorPetro ojalá mi Dios desaparezca ese cancer por completo.,Positivo,53
_nysdennys_,"Bogotá, D.C., Colombia","Que alegría! 🎉🎉🎉 Gracias a Dios salio bien la cirugía.
#CadenaDeAfectosPorPetro
#FelizLunes https://t.co/6vVd7JJSjg",Positivo,89
BogotaZuluaga,,"Cuando el camino se pone duro, los duros se quedan en el camino... #CadenaDeAfectosPorPetro",Positivo,64
AlixCano4,,#CadenaDeAfectosPorPetro  estamos alegres Dios es poderoso https://t.co/xBaqZ3hZPS,Positivo,64
Jorge23Mohan,,"Informan que @petrogustavo  salió bien de la cirugía. Espero que haya una pronta recuperación y regrese a Colombia a seguir luchando por al democracia y bienestar de este pueblo. #CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro",Positivo,75
Ivager69,,"#CadenaDeAfectosPorPetro, tendremos presidente para que gobierne en 2022 ''Palabra que sí'' https://t.co/dp2gQwaUE5",Positivo,78
DavidAbogado25,,"Que todo salga bien en la intervención quirúrgica, fuerza!!!@petrogustavo #CadenaDeAfectosPorPetro",Positivo,77
6Happymonty,,"Soy de los que siento tranquilidad al saber que a Petro le fue bien en su operación, sin ser fanático acerrimo de él, pero entiendo la importancia que tiene este hombre en la democracia del país, y reconozco su valioso lidezgo en la oposición. #CadenaDeAfectosPorPetro",Positivo,64
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro Diego desde #colombiahumanaChile https://t.co/WYPxnwlQc7,Positivo,69
Dilan16,,Todo va a salir bien ánimo !! #CadenaDeAfectosPorPetro,Positivo,77
Ivan5V,,"#CadenaDeAfectosPorPetro 
Adelante @petrogustavo eres el libertador de esta corruptela de pais. https://t.co/7cQLQNEcxD",Positivo,69
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro desde #ColombiaHuamanaTexas https://t.co/uCHOuxVl0A,Positivo,69
Robertomendozac,"Los Palmitos, Colombia",#CadenaDeAfectosPorPetro Dios mediante todo saldrá bien.,Positivo,75
Gabriel04090815,,"@GustavoBolivar @WRadioColombia @GustavoBolivar 
#CadenaDeafectosPorPetro
Fuerza Fuerza @GustavoPetro tu inteligencia y sabiduría infinita te guía en todos tus caminos. Tu salud es perfecta la ley de la armonía opera en tu mente, en tu cuerpo sano y perfecto.
Dios te bendiga hoy mañana y siempre.🙏",Positivo,74
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro Carlos desde #MiamiHumana https://t.co/GcvzajFdBy,Positivo,73
Mafecasis1,,#CadenaDeAfectosPorPetro fuerza petro Dios está contigo. Te esperamos con buena energía.,Positivo,79
pedroro21887150,,#CadenaDeAfectosPorPetro por ser un buen ser humano pronto regresará sano y salvó.,Positivo,82
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro desde Alemania @LauraFl91647225 de la #ColombiaHumanaFrancia https://t.co/6EEMuabQsV,Positivo,67
NoticiasRPTV,"Bogotá, D.C., Colombia","#Atencion |🇨🇴

El senador @petrogustavo salió de manera exitosa de la cirujía que le practicaron en La Habana, Cuba, tras haber anunciado que fue diagnosticado cáncer de esófago.
#CadenaDeAfectosPorPetro https://t.co/cvMnwb7CPg",Positivo,56
Escarma1,Colombia,"@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro , que buena noticia 👍🏻",Positivo,83
GenioyLoco,En el planeta de los simios,Ya quisiera ver la cara de los atembados que trinan #CadenaDeAfectosPorPetro cuando le destapen públicamente que lo de su cáncer es otra farsa a las que está acostumbrado el asesino Petro para evadir la ley,Positivo,56
Madelampa,Ginebra-Valle del Cauca,#CadenaDeAfectosPorPetro me sumo a esta cadena. Fuerza Petro 💪🙏🙏🙏,Positivo,68
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro Guillaume de la #ColombiaHumanaFrancia https://t.co/LsOc6AkW8H,Positivo,68
JuanCamilo,Colombia,"¿ #CadenaDeAfectosPorPetro ? Se derrumba la mentira 👇 el mismo Gustavo Bolivar admite que hasta hoy se sabría si Petro tiene o no cáncer con una cirugia endoscopica y que en Colombia no encontraron nada. Y confirma lo dicho por el doctor Fernando Sierra.
https://t.co/ABtSv2WgPj https://t.co/7ej2QJxero",Positivo,62
CFrenande,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro Fuerza mi futuro Presidente.✌💪 https://t.co/EHUPdyXlfc,Positivo,78
Lococolo11,,"Pronta recuperación para @petrogustavo estamos completamente seguros que volverá con más fuerza.

#CadenaDeAfectosPorPetro",Positivo,67
cielo_rusinque,,"Es una linda noticia saber que la cirugía de @petrogustavo fue exitosa, lo seguiremos acompañando hasta mañana que saldrán los resultados con nuestra #CadenaDeAfectosPorPetro",Positivo,77
edicsonrojas,Bogota,Me uno a la #CadenaDeAfectosPorPetro,Positivo,63
saball77,,"@petrogustavo @GustavoBolivar mi cadena de afectos es para enviarles ánimo; está crisis ya abrió los oídos y ojos de muchos colombianos, encerrados estamos viendo que ""es el fin del @CeDemocratico y del Uribismo #CadenaDeAfectosPorPetro",Positivo,47
Remo1069483360,,"Mis mejores deseos, lo necesitamos. #CadenaDeAfectosPorPetro",Positivo,81
marcoci56595060,"Bogotá, D.C., Colombia",Energia positiva. Comobia lo necesita#CadenaDeAfectosPorPetro,Positivo,72
hecvalencia1,"Poitiers, France",#CadenaDeAfectosPorPetro Me alegro profundamente que el compañero @petrogustavo  haya salido bien de su operación. Te deseamos pronta recuperación de modo que puedas volver a  las gestas de la lucha política en Colombia.,Positivo,74
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro desde #MiamiHumana https://t.co/rcQuBCecDv,Positivo,69
urifieldsang,Colombia,"Mucha fuerza senador.
@petrogustavo.
La ciudadanía libre lo necesita en la lucha por la democracia. 
#CadenaDeAfectosPorPetro",Positivo,66
andresa90858238,,"@ANIABELLO_R @ghitis @GustavoBolivar es bueno para inventar historias, pero esta vez como que le salió mal el libreto #NoLeCreoAPetro #CadenaDeAfectosPorPetro 🤔",Positivo,61
albertolatorre5,"Bogotá, D.C., Colombia",@charry_manager #CadenaDeAfectosPorPetro gracias a Dios. Oramos por su recuperación.,Positivo,88
DrNickolaz,Colombia,¡Fuerza senador y pronta recuperación! #FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro https://t.co/vCzZtOgQwI,Positivo,68
Monica75317581,,Dios Grande y Poderoso te sane.  #CadenaDeAfectosPorPetro https://t.co/hi3CXRZjgY,Positivo,71
andres2177,Colombia,"Fortaleza que el espíritu Santo , JEHOVÁ bendito y la sangre poderosa de Jesucristo salvador este presente siempre!😇🙏#CadenaDeAfectosPorPetro",Positivo,68
JOHNREINA10,Polombia,#CadenaDeAfectosPorPetro y por los que retiran dinero en cajeros automáticos del grupo AVAL y les descuentan entre 4mill y 10mill. Muchos hptas...,Negativo,57
DimeTaniro,Colombia,Algunos secretos deben cerrarse para siempre.  #CadenaDeAfectosPorPetro,Positivo,65
Mafecasis1,,#CadenaDeAfectosPorPetro le pido a Dios que lo cuide y bendiga a los médicos que en estos momento tratan la enfermedad de petro. Fuerza petro te necesitamos con buena salud y energía. Eres grande petro. Te amamos. Dios te guarde.,Positivo,71
TRANSPARENCIA78,BOGOTA,"#CadenaDeAfectosPorPetro amigo y líder @petrogustavo sabemos que todo saldrá bien, Colombia te necesita en la lucha contra la corrupción y la búsqueda de una nación igualitaria, #FuerzaPetro millones estamos contigo",Positivo,74
jato107,"Duitama, Colombia","#CadenaDeAfectosPorPetro Dios lo bendiga.
Colombia te necesita Gustavo #FuerzaPetroEstamosContigo",Positivo,64
oxymoron83,Bogotá,#CadenaDeAfectosPorPetro estamos contigo @petrogustavo https://t.co/Fg917EW7IY,Positivo,71
andresa90858238,,"@ELTIEMPO A ese pedazo le falta un cuento 🤔 #CadenaDeAfectosPorPetro #FuerzaPetro #NoLeCreoAPetro tanta gente con covid-19, algunas muriendo y haciendo cadenas de oración por este señor del M19 ( si es verdad lo q tenia y salió bn me alegro por él y ya )",Positivo,49
gener_usuga,"Paris, France",#CadenaDeAfectosPorPetro #VelatonPorLaVida hoy 7pm #EnciendeUnaVela https://t.co/avJgXhWg6F,Positivo,78
JOHNREINA10,Polombia,"#CadenaDeAfectosPorPetro y por nuestros hermanos, a los que les dan un mercado de 50mil y los hacen pasar por mercados de 100mill",Positivo,48
PartidoFARC,Colombia,"Nos llena de alegría que @petrogustavo haya salido bien de su cirugía, esperamos que los resultados que salen mañana sean los mejores. Con usted y con todas las personas que creen en una mejor Colombia seguiremos construyendo un país en paz y solidario.
#CadenaDeAfectosPorPetro",Positivo,90
JossieAndree,"Barranquilla, Colombia","#CadenaDeAfectosPorPetro
@petrogustavo Fuerza Petrosky,
Vamos Por La Reconstrucción Moral De Este País.
Pronta Recuperación
@ColombiaHumana_ https://t.co/09f3d2lnyh",Positivo,74
haroldm77,"Bogotá, Colombia","#CadenaDeAfectosPorPetro... Gracias a Dios, se realizó la operación y salió exitosa.
#FuerzaPetro",Positivo,86
JorGe21_Co,Colombia,Por que es lo que Colombia necesita en la presidencia #CadenaDeAfectosPorPetro,Positivo,69
LILIANAESCUDERO,Colombia,"#CadenaDeAfectosPorPetro , DIOS y el personal médico te sanarán completamente. #FuerzaPetroEstamosContigo . Eres un campeón de la vida. Te queremos #FuerzaPetro @petrogustavo @GustavoBolivar @CanalRCN @ELTIEMPO @elespectador @ManosLimpiasCo @margaritabuitra @RevistaSemana https://t.co/x5yKfCQ7yt",Positivo,70
001Kren,paipa ,#CadenaDeAfectosPorPetro  con la certeza de que la energía del amor será invencible.,Positivo,71
CesarPr38280878,Colombia,#CadenaDeAfectosPorPetro de ser el asmereir del mundo a la envidia de todos y mientras los gringos haciendo huecos jahagaha y el cerdo para haya nos lleva https://t.co/4tueYGzwug,Positivo,63
freislander,,"#CadenaDeAfectosPorPetro para que se recupere pronto porque lo necesitamos para que continúe comandando la gente en su lucha contra la corrupción, el Narco paramilitarismo y la estupidez del uribismo.",Positivo,66
HeinerGaitan,"Soacha, Colombia","Mucha fuerza y pronta recuperación. 

¡Seguimos en la lucha por una Colombia Humana! 🥑🐝

#CadenaDeAfectosPorPetro https://t.co/Diq1YWOfkB",Positivo,69
fabian_esguerra,,"Que un ser tan ruin, como ese remedo de periodista, emita esos comentarios, solo reafirma que @petrogustavo está del lado del futuro humanista de la patria y por eso le temen los herederos de la ignominia. #CadenaDeAfectosPorPetro #FuerzaPetro https://t.co/ef0l3NJ8AP",Positivo,60
JOHNREINA10,Polombia,"#CadenaDeAfectosPorPetro y por nuestros médicos de Colombia, a quienes mandan a luchar contra un virus mortal sin darles un tapabocas.",Positivo,64
S_Caballer0,Bogotá,Larga vida y pronta recuperación al compañero presidente. @petrogustavo  #CadenaDeAfectosPorPetro https://t.co/nUt1SUf89l,Positivo,78
JennyDayan,Bogotá D.C. - Colombia,#CadenaDeAfectosPorPetro esperemos mañana salgan los resultados positivos que anhelamos. Te queremos mi presidente @petrogustavo ❤💙💛,Positivo,86
ArgemiroCarril4,,Fuerza PETRO #CadenaDeAfectosPorPetro,Positivo,64
SebastianRenAla,"Valle del Cauca, Colombia","Se va a recuperar, todos lo sabemos.
Él tiene todavía mucho que dar de si mismo, sus ideas son necesarias para la democracia independientemente del fanatismo que acarree.
Él representa un contrapeso importantisimo a este nefasto gobierno y eso lo apoyo. #CadenaDeAfectosPorPetro",Positivo,58
antoniorosrigu3,"Florida, USA",👍🙏 #CadenaDeAfectosPorPetro. La paciencia y la Fe que tenemos en el todo Poderoso nos dará buenas noticias. Le deseamos lo mejor. Pronta recuperación Dr. Petro.,Positivo,85
Freddy_Rubio,SurAmerica-Bogotá,"Una batalla más, nunca antes a alguien se le pedía tanto “al árbol que más le tiran piedras, es el árbol que mejor frutos da” #CadenaDeAfectosPorPetro",Positivo,73
anisa0741,,"#CadenaDeAfectosPorPetro toda nuestra buena energía, todo va a salir bien.",Positivo,87
mikelarural,,#CadenaDeAfectosPorPetro todos,Positivo,63
pierrealee,Barranquilla - Santa Marta ,"Informa @GustavoBolivar que @petrogustavo salió bien de la cirugía, hasta tenerlo de vuelta continuamos con la #CadenaDeAfectosPorPetro",Positivo,79
AABenedetti,"Bogotá, D.C., Colombia",.@petrogustavo salió bien de la cirugía. ¡Que bueno! Se dio un paso y ahora a cruzar los dedos para mañana cuando esperaremos la noticia real. #CadenaDeAfectosPorPetro,Positivo,88
jairodelaesprie,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro Gustavo petro, bendecido por dios, su estado de salud  mejorará y guiará a su pueblo por un camino de paz prosperidad y respeto",Positivo,74
periodista19,Colombia,"Gracias a Dios @petrogustavo salió bien de la cirugía. Ahora más que nunca, debe cuidarse de su recuperación. En espera de buenas noticias en el resultado. #CadenaDeAfectosPorPetro https://t.co/RwfrnoCdcV",Positivo,84
KtiAvila,,Por el y por todos los que padecen de enfermedades que vulneren su vida #CadenaDeAfectosPorPetro,Positivo,70
JawSmart7,,"#CadenaDeAfectosPorPetro
Y por todas las otras personas que pasan por la misma situación... pero que lamentable son insignificantes para este gobierno de Mier............ https://t.co/EPEWqPdFHK",Positivo,57
rincon_pedro,Villavicencio - Meta,#CadenaDeAfectosPorPetro Fuerza señor Gustavo Perro.,Positivo,63
tavo2366,"Cartagena, Colombia","Una persona inteligente siempre llama a narcoparamilitares y corruptos por sus nombres propios.
 Gustavo Petro es una persona inteligente.
#CadenaDeAfectosPorPetro",Positivo,66
Lucas89777309,,"@GustavoBolivar @WRadioColombia 😍🙏🙏🙏
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro 
#CadenaDeAfectosPorPetro 
Dios haga su obra sanadora sobre él 🙏",Positivo,59
ledezma5767,COLOMBIA,Fuerza Petro estamos esperando que todos salga bien......😷😷😷#CadenaDeAfectosPorPetro,Positivo,81
JuanCamilo,Colombia,"#ATENCION En la W Gustavo Bolivar admite que el audio es de Fernando Sierra de la @FSFB_Salud y que no le encontraron NADA a Petro.Y en otra endoscopia en la Clinica Colombia tampoco apareció nada. ¿Saben más los 👨🏻‍⚕️ cubanos que los colombianos?Lo dudo.
¿#CadenaDeAfectosPorPetro ? https://t.co/2oV3DxfzMn",Positivo,66
OrtegonJohanna,"Birmingham, Alabama","#CadenaDeAfectosPorPetro .Dios lo bendiga cuide de su salud y tenga una pronta recuperación senador @petrogustavo, usted se ha ganado mi admiración por mostrar la verdad y quitar nos la venda; Dios dará la victoria y volverá más fuerte aquí lo esperamos.",Positivo,67
pizarro2019,,"Este es un nuevo día, para empezar de nuevo!💪🏿✊🏿

Especial saludo a 
@petrogustavo

#CadenaDeAfectosPorPetro 🙏🏿
#ColombiaConPetro",Positivo,91
ERoblesF,,#CadenaDeAfectosPorPetro #cuidarnuestrosmedicoses hacer cumplir la ley estatutaria de salud contratando el personal sanitario (no mas tercerizacion) y obligando a ARL a dotarles de material de bioseguridad YA https://t.co/dREVkiIF7C,Positivo,62
davidpp2602,,"Fuerza Petro, saldrás de esta así como has salido de muchas otras. Fuerza Guerrero. #CadenaDeAfectosPorPetro",Positivo,70
yuyagomezp,,"#CadenaDeAfectosPorPetro aquí estamos contigo querido Petro. Me alegro que hayas salido bien de la cirugía. Seguro que todo seguirá saliendo bien. Ahora a recuperarte. Te aconsejo que te mantengas alejado de las redes, lo más importante es que te recuperes pronto.",Positivo,84
Anyelops,Colombia.CICuCo,"#CadenaDeAfectosPorPetro En Las Oraciones y Rosario Esta usted Mi Líder, Mi Legítimo Presidente de Colombia. #FuerzaPetroEstamosContigo @GustavoBolivar @HOLLMANMORRIS 
@petrogustavo https://t.co/7XSJW5lXae",Positivo,75
antoniorosrigu3,"Florida, USA",#CadenaDeAfectosPorPetro. La paciencia y la Fe que tenemos en el todo Poderoso nos dará buenas noticias. Le deseamos lo mejor. Pronta recuperación Dr. Petro.,Positivo,85
JOHNREINA10,Polombia,Salud y vida para el único que fue capaz de enfrentar la corrupción en mi país.. .#CadenaDeAfectosPorPetro,Positivo,67
RadioTuis,Colombia,"#CadenaDeAfectosPorPetro Dios te guarde GUSTAVO PETRO; la única persona que luchó contra toda la mafia política para que el pueblo colombiano abriera los ojos y luchara por su libertad. Gracias a ti, el mundo hoy sabe y es conciente de la guerra que se vive en contra de la PAZ.",Positivo,83
Areizadiego101,,"#CadenaDeAfectosPorPetro Estimado petro, te deseo lo mejor, fuerza y luz para enfrentar este momento y elevamos nuestra oración al cielo para que en un futuro cercano guíes a la sociedad colombiana, para lograr un país con verdadera justicia social y una Colombia más humana.",Positivo,75
Chrisalarcon,Colombia,@GustavoBolivar @WRadioColombia Excelente noticia! #CadenaDeAfectosPorPetro,Positivo,70
Areizadiego101,,"#CadenaDeAfectosPorPetro Un hombre de mil batallas, de valentía y coraje como lo eres tú, pasará a la historia como aquel que venció y triunfó, incluso derrotando a la enfermedad.",Positivo,64
